t,Vel,Motor,Marcha
1732570355.02,26.52,4.34,0.0
1732570356.01,26.2,4.34,0.0
1732570357.0,25.88,4.34,0.0
1732570358.0,25.59,4.34,0.0
1732570359.01,25.27,4.34,0.0
1732570360.01,24.96,4.34,0.0
1732570361.02,24.65,4.34,0.0
1732570362.01,24.34,4.34,0.0
1732570363.01,24.06,4.34,0.0
1732570364.01,23.76,4.34,0.0
1732570365.0,23.45,4.34,0.0
1732570366.0,23.15,4.34,0.0
1732570367.0,22.84,4.34,0.0
1732570368.01,22.57,4.34,0.0
1732570369.0,22.45,11.53,0.0
