t,Vel,Motor,Marcha
1730934990.0,0.0,4.3,1.45
1730934991.0,0.0,4.3,1.45
1730934992.0,0.0,4.3,1.45
1730934993.01,0.0,4.3,1.45
1730934994.01,0.0,4.3,1.45
1730934995.0,0.0,4.3,1.45
1730934996.0,0.0,4.3,1.45
1730934997.0,0.0,4.3,1.45
1730934998.01,0.0,4.3,1.45
1730934999.01,0.0,4.3,1.45
1730935000.0,0.0,4.3,1.45
1730935001.0,0.0,4.3,1.45
1730935002.01,0.0,4.3,1.45
1730935003.01,0.0,4.3,1.45
1730935004.01,0.0,4.3,1.45
1730935005.0,0.0,4.3,1.45
1730935006.0,0.0,4.3,1.45
1730935007.01,0.0,4.3,1.45
1730935008.01,0.0,4.3,1.45
1730935009.01,0.0,4.3,1.45
1730935010.0,0.0,4.3,1.45
1730935011.0,0.0,4.3,1.45
1730935012.01,0.0,4.3,1.45
1730935013.01,0.0,4.3,1.45
1730935014.01,0.0,4.3,1.45
1730935015.0,0.0,4.3,1.45
1730935016.0,0.0,4.3,1.45
1730935017.0,0.0,4.3,1.45
1730935018.01,0.0,4.3,1.45
1730935019.01,0.0,4.3,1.45
1730935020.0,0.0,4.3,1.45
1730935021.0,0.0,4.3,1.45
1730935022.0,0.0,4.3,1.45
1730935023.01,0.0,4.3,1.45
1730935024.01,0.0,4.3,1.45
1730935025.0,0.0,4.3,1.45
1730935026.0,0.0,4.3,1.45
1730935027.0,0.0,4.3,1.45
1730935028.01,0.0,4.3,1.45
1730935029.01,0.0,4.3,1.45
1730935030.0,0.0,4.3,1.45
1730935031.0,0.0,4.3,1.45
1730935032.01,0.0,4.3,1.45
1730935033.01,0.0,4.3,1.45
1730935034.01,0.0,4.3,1.45
1730935035.0,0.0,4.3,1.45
1730935036.0,0.0,4.3,1.45
1730935037.0,0.0,4.3,1.45
1730935038.01,0.0,4.3,1.45
1730935039.01,0.0,4.3,1.45
1730935040.0,0.0,4.3,1.45
1730935041.0,0.0,4.3,1.45
1730935042.0,0.0,4.3,1.45
1730935043.01,0.0,4.3,1.45
1730935044.01,0.0,4.3,1.45
1730935045.01,0.0,4.3,1.45
1730935046.0,0.0,4.3,1.45
1730935047.0,0.0,4.3,1.45
1730935048.01,0.0,4.3,1.45
1730935049.01,0.0,4.3,1.45
1730935050.01,0.0,4.3,1.45
1730935051.0,0.0,4.3,1.45
1730935052.0,0.0,4.3,1.45
1730935053.0,0.0,4.3,1.45
1730935054.01,0.0,4.3,1.45
1730935055.01,0.0,4.3,1.45
1730935056.0,0.0,4.3,1.45
1730935057.0,0.0,4.3,1.45
1730935058.0,0.0,4.3,1.45
1730935059.01,0.0,4.3,1.45
1730935060.01,0.0,4.3,1.45
1730935061.0,0.0,4.3,1.45
1730935383.0,0.0,4.3,1.45
1730935384.0,0.0,4.3,1.45
1730935385.0,0.0,4.3,1.45
1730935386.0,0.0,4.3,1.45
1730935387.0,0.0,4.3,1.45
1730935388.0,0.0,4.3,1.45
1730935389.0,0.0,4.3,1.45
1730935390.0,0.0,4.3,1.45
1730935391.0,0.0,4.3,1.45
1730935392.0,0.0,4.3,1.45
1730935393.0,0.0,4.3,1.45
1730935394.0,0.0,4.3,1.45
1730935395.0,0.0,4.3,1.45
1730935396.0,0.0,4.3,1.45
1730935397.0,0.0,4.3,1.45
1730935398.0,0.0,4.3,1.45
1730935399.0,0.0,4.3,1.45
1730935400.0,0.0,4.3,1.45
1730935401.0,0.0,4.3,1.45
1730935402.0,0.0,4.3,1.45
1730935403.0,0.0,4.3,1.45
1730935404.0,0.0,4.3,1.45
1730935405.0,0.0,4.3,1.45
1730935406.0,0.0,4.3,1.45
1730935407.0,0.0,4.3,1.45
1730935408.0,0.0,4.3,1.45
1730935409.0,0.0,4.3,1.45
1730935410.0,0.0,4.3,1.45
1730935426.84,0.0,4.3,1.45
1730935427.0,0.0,4.3,1.45
1730935428.0,0.0,4.3,1.45
1730935429.0,0.0,4.3,1.45
1730935430.0,0.0,4.3,1.45
1730935431.0,0.0,4.3,1.45
1730935432.0,0.0,4.3,1.45
1730935433.0,0.0,4.3,1.45
1730935434.0,0.0,4.3,1.45
1730935435.0,0.0,4.3,1.45
1730935436.0,0.0,4.3,1.45
1730935437.0,0.0,4.3,1.45
1730935438.0,0.0,4.3,1.45
1730935439.0,0.0,4.3,1.45
1730935440.0,0.0,4.3,1.45
1730935441.0,0.0,4.3,1.45
1730935442.0,0.0,4.3,1.45
1730935443.0,0.0,4.3,1.45
1730935444.0,0.0,4.3,1.45
1730935445.0,0.0,4.3,1.45
1730935446.0,0.0,4.3,1.45
1730935447.0,0.0,4.3,1.45
1730935448.0,0.0,4.3,1.45
1730935449.0,0.0,4.3,1.45
1730935450.0,0.0,4.3,1.45
1730935451.0,0.0,4.3,1.45
1730935452.0,0.0,4.3,1.45
1730935453.0,0.0,4.3,1.45
1730935454.0,0.0,4.3,1.45
1730935455.0,0.0,4.3,1.45
1730935456.0,0.0,4.3,1.45
1730935457.0,0.0,4.3,1.45
1730935458.0,0.0,4.3,1.45
1730935459.0,0.0,4.3,1.45
1730935460.0,0.0,4.3,1.45
1730935461.0,0.0,4.3,1.45
1730935462.0,0.0,4.3,1.45
1730935463.0,0.0,4.3,1.45
1730935464.0,0.0,4.3,1.45
1730935465.0,0.0,4.3,1.45
1730935466.0,0.0,4.3,1.45
1730935467.0,0.0,4.3,1.45
1730935468.0,0.0,4.3,1.45
1730935469.0,17.37,1957.15,33.06
1730935470.0,19.96,158.97,1.45
1730935471.0,27.17,1954.96,21.34
1730935472.0,26.99,119.52,1.45
1730935473.0,26.19,9.15,1.45
1730935474.0,25.38,4.53,1.45
1730935475.0,24.59,4.35,1.45
1730935476.0,23.8,4.34,1.45
1730935477.0,23.05,4.34,1.45
1730935478.0,22.29,4.34,1.45
1730935479.0,21.54,4.34,1.45
1730935480.0,20.8,4.34,1.45
1730935481.0,20.08,4.34,1.45
1730935482.0,19.35,4.34,1.45
1730935483.0,26.44,1831.89,16.15
1730935484.0,28.49,1902.45,14.99
1730935485.0,30.43,1520.33,14.89
1730935486.0,32.12,1576.47,14.94
1730935487.0,33.6,1633.48,14.92
1730935488.0,34.98,1684.8,14.94
1730935489.0,36.25,1729.93,14.99
1730935490.0,37.39,1773.33,15.06
1730935491.0,38.47,1810.71,15.06
1730935492.0,39.45,1843.17,15.01
1730935493.0,40.34,1874.7,14.97
1730935494.0,41.18,1902.05,14.89
1730935495.0,41.94,1924.87,14.92
1730935496.0,42.65,1949.04,14.89
1730935497.0,43.31,1969.99,15.04
1730935498.0,43.9,1987.46,14.97
1730935499.0,44.47,2003.78,14.94
1730935500.0,44.98,2020.53,15.09
1730935501.0,45.44,2032.52,14.8
1730935502.0,45.87,2045.85,14.99
1730935503.0,46.27,2056.24,14.94
1730935504.0,46.63,2069.17,14.89
1730935505.0,46.97,2078.87,15.01
1730935506.0,47.28,2084.96,14.89
1730935507.0,47.56,2095.03,15.09
1730935508.0,47.89,2232.31,22.4
1730935509.0,54.25,2802.51,51.44
1730935510.0,62.65,2229.27,33.08
1730935511.0,62.33,376.14,1.45
1730935512.0,60.58,19.08,1.45
1730935513.0,58.92,4.96,1.45
1730935514.0,57.3,4.37,1.45
1730935515.0,55.73,4.34,1.45
1730935516.0,54.21,4.34,1.45
1730935517.0,52.76,4.34,1.45
1730935518.0,53.79,924.16,1.45
1730935519.0,52.35,42.53,1.45
1730935520.0,50.94,5.86,1.45
1730935521.0,49.6,4.4,1.45
1730935522.0,48.27,4.34,1.45
1730935523.0,46.98,4.34,1.45
1730935524.0,45.74,4.34,1.45
1730935525.0,44.52,4.34,1.45
1730935526.0,43.33,4.34,1.45
1730935527.0,42.19,4.34,1.45
1730935528.0,41.06,4.34,1.45
1730935529.0,39.96,4.34,1.45
1730935530.0,38.89,4.34,1.45
1730935531.0,37.86,4.34,1.45
1730935532.0,36.83,4.34,1.45
1730935533.0,35.83,4.34,1.45
1730935534.0,34.86,4.34,1.45
1730935535.0,33.9,4.34,1.45
1730935536.0,32.95,4.34,1.45
1730935537.0,32.03,4.34,1.45
1730935538.0,31.14,4.34,1.45
1730935539.0,30.25,4.34,1.45
1730935540.0,29.94,1572.2,19.2
1730935541.0,30.26,196.02,1.45
1730935542.0,29.4,12.34,1.45
1730935543.0,28.54,4.66,1.45
1730935544.0,27.71,4.35,1.45
1730935545.0,26.88,4.34,1.45
1730935546.0,26.06,4.34,1.45
1730935547.0,25.26,4.34,1.45
1730935548.0,24.48,4.34,1.45
1730935549.0,23.7,4.34,1.45
1730935550.0,22.93,4.34,1.45
1730935551.0,22.17,4.34,1.45
1730935552.0,21.43,4.34,1.45
1730935553.0,20.7,4.34,1.45
1730935554.0,19.97,4.34,1.45
1730935555.0,19.24,4.34,1.45
1730935556.0,18.54,4.34,1.45
1730935557.0,17.84,4.34,1.45
1730935558.0,17.14,4.34,1.45
1730935559.0,16.45,4.34,1.45
1730935560.0,15.78,4.34,1.45
1730935561.0,15.1,4.34,1.45
1730935562.0,14.43,4.34,1.45
1730935563.0,13.77,4.34,1.45
1730935564.0,13.12,4.34,1.45
1730935565.0,12.46,4.34,1.45
1730935566.0,11.81,4.34,1.45
1730935567.0,11.17,4.34,1.45
1730935568.0,10.53,4.34,1.45
1730935569.0,9.9,4.34,1.45
1730935570.0,9.26,4.34,1.45
1730935571.0,8.63,4.34,1.45
1730935572.0,8.01,4.34,1.45
1730935573.0,7.38,4.34,1.45
1730935574.0,6.77,4.34,1.45
1730935575.0,6.15,4.34,1.45
1730935576.0,5.53,4.34,1.45
1730935577.0,4.92,4.34,1.45
1730935578.0,4.3,4.34,1.45
1730935579.0,3.69,4.34,1.45
1730935580.0,9.04,1830.86,33.13
1730935581.0,29.94,2399.21,43.0
1730935582.0,39.35,1781.61,9.43
1730935583.0,39.35,2057.2,29.62
1730935584.0,41.74,486.19,1.45
1730935585.0,40.64,24.43,1.45
1730935586.0,39.54,5.14,1.45
1730935587.0,38.48,4.37,1.45
1730935588.0,37.46,4.34,1.45
1730935589.0,36.44,4.34,1.45
1730935590.0,35.44,4.34,1.45
1730935591.0,34.47,4.34,1.45
1730935592.0,33.53,4.34,1.45
1730935593.0,32.59,4.34,1.45
1730935594.0,31.68,4.34,1.45
1730935595.0,30.78,4.34,1.45
1730935596.0,29.89,4.34,1.45
1730935597.0,29.04,4.34,1.45
1730935598.0,28.19,4.34,1.45
1730935599.0,27.35,4.34,1.45
1730935600.0,26.53,4.34,1.45
1730935601.0,25.73,4.34,1.45
1730935602.0,24.93,4.34,1.45
1730935603.0,24.14,4.34,1.45
1730935604.0,23.37,4.34,1.45
1730935605.0,22.62,4.34,1.45
1730935606.0,21.86,4.34,1.45
1730935607.0,21.12,4.34,1.45
1730935608.0,20.38,4.34,1.45
1730935609.0,19.66,4.34,1.45
1730935610.0,18.95,4.34,1.45
1730935611.0,18.24,4.34,1.45
1730935612.0,17.54,4.34,1.45
1730935613.0,16.85,4.34,1.45
1730935614.0,16.17,4.34,1.45
1730935615.0,15.49,4.34,1.45
1730935616.0,14.82,4.34,1.45
1730935617.0,14.15,4.34,1.45
1730935618.0,13.48,4.34,1.45
1730935619.0,12.84,4.34,1.45
1730935620.0,12.19,4.34,1.45
1730935621.0,11.54,4.34,1.45
1730935622.0,10.9,4.34,1.45
1730935623.0,10.27,4.34,1.45
1730935624.0,9.63,4.34,1.45
1730935625.0,9.0,4.34,1.45
1730935626.0,8.37,4.34,1.45
1730935627.0,7.74,4.34,1.45
1730935628.0,7.12,4.34,1.45
1730935629.0,6.5,4.34,1.45
1730935630.0,5.89,4.34,1.45
1730935631.0,5.27,4.34,1.45
1730935632.0,4.65,4.34,1.45
1730935633.0,4.04,4.34,1.45
1730935634.0,3.43,4.34,1.45
1730935635.0,2.82,4.34,1.45
1730935636.0,2.21,4.34,1.45
1730935637.0,1.6,4.34,1.45
1730935638.0,1.0,4.34,1.45
1730935639.0,0.39,4.34,1.45
1730935640.0,0.0,4.31,1.45
1730935641.0,0.0,4.31,1.45
1730935642.0,0.0,4.3,1.45
1730935643.0,0.0,4.3,1.45
1730935644.0,0.0,4.3,1.45
1730935645.0,0.0,4.3,1.45
1730935646.0,0.0,4.3,1.45
1730935647.0,0.0,4.3,1.45
1730935648.0,0.0,4.3,1.45
1730935649.0,0.0,4.3,1.45
1730935650.0,0.0,4.3,1.45
1730935651.0,0.0,4.3,1.45
1730935652.0,0.0,4.3,1.45
1730935653.0,0.0,4.3,1.45
1730935654.0,0.0,4.3,1.45
1730935655.0,0.0,4.3,1.45
1730935656.0,0.0,4.3,1.45
1730935657.0,0.0,4.3,1.45
1730935658.0,0.0,4.3,1.45
1730935659.0,0.0,4.3,1.45
1730935660.0,0.0,4.3,1.45
1730935661.0,0.0,4.3,1.45
1730935662.0,0.0,4.3,1.45
1730935663.0,0.0,4.3,1.45
1730935664.0,0.0,4.3,1.45
1730935665.0,0.0,4.3,1.45
1730935666.0,0.0,4.3,1.45
1730935667.0,0.0,4.3,1.45
1730935668.0,0.0,4.3,1.45
1730935669.0,0.0,4.3,1.45
1730935670.0,0.0,4.3,1.45
1730935671.0,0.0,4.3,1.45
1730935672.0,0.0,4.3,1.45
1730935673.0,0.0,4.3,1.45
1730935674.0,0.0,4.3,1.45
1730935675.0,0.0,4.3,1.45
1730935676.0,0.0,4.3,1.45
1730935677.0,14.55,1858.2,31.23
1730935678.0,27.58,2220.65,37.66
1730935679.0,41.45,2632.0,48.36
1730935680.0,47.41,2119.8,14.58
1730935681.0,46.39,140.53,1.45
1730935682.0,45.17,10.02,1.45
1730935683.0,43.96,4.57,1.45
1730935684.0,42.79,4.35,1.45
1730935685.0,41.65,4.34,1.45
1730935686.0,40.55,4.34,1.45
1730935687.0,39.46,4.34,1.45
1730935688.0,38.4,4.34,1.45
1730935689.0,37.36,4.34,1.45
1730935690.0,36.34,4.34,1.45
1730935691.0,35.37,4.34,1.45
1730935692.0,34.39,4.34,1.45
1730935693.0,33.44,4.34,1.45
1730935694.0,32.51,4.34,1.45
1730935695.0,31.61,4.34,1.45
1730935696.0,30.71,4.34,1.45
1730935697.0,29.83,4.34,1.45
1730935698.0,28.96,4.34,1.45
1730935699.0,28.11,4.34,1.45
1730935700.0,27.29,4.34,1.45
1730935701.0,26.46,4.34,1.45
1730935702.0,25.65,4.34,1.45
1730935703.0,24.86,4.34,1.45
1730935704.0,24.07,4.34,1.45
1730935705.0,23.31,4.34,1.45
1730935706.0,22.54,4.34,1.45
1730935707.0,21.79,4.34,1.45
1730935708.0,21.05,4.34,1.45
1730935709.0,20.33,4.34,1.45
1730935710.0,19.6,4.34,1.45
1730935711.0,18.88,4.34,1.45
1730935712.0,18.18,4.34,1.45
1730935713.0,17.47,4.34,1.45
1730935714.0,16.79,4.34,1.45
1730935715.0,16.11,4.34,1.45
1730935716.0,15.43,4.34,1.45
1730935717.0,14.75,4.34,1.45
1730935718.0,14.08,4.34,1.45
1730935719.0,13.43,4.34,1.45
1730935720.0,12.78,4.34,1.45
1730935721.0,12.13,4.52,1.45
1730935722.0,11.48,4.35,1.45
1730935723.0,10.85,4.34,1.45
1730935724.0,10.21,4.34,1.45
1730935725.0,9.57,4.34,1.45
1730935726.0,8.94,4.34,1.45
1730935727.0,8.31,4.34,1.45
1730935728.0,7.68,4.34,1.45
1730935729.0,7.06,4.34,1.45
1730935730.0,6.44,4.34,1.45
1730935731.0,5.83,4.34,1.45
1730935732.0,5.21,4.34,1.45
1730935733.0,4.6,4.34,1.45
1730935734.0,3.98,4.34,1.45
1730935735.0,3.37,4.34,1.45
1730935736.0,2.77,4.34,1.45
1730935737.0,2.16,4.34,1.45
1730935738.0,1.55,4.34,1.45
1730935739.0,0.94,4.34,1.45
1730935740.0,0.34,4.34,1.45
1730935741.0,0.0,4.31,1.45
1730935742.0,0.0,4.31,1.45
1730935743.0,0.0,4.3,1.45
1730935744.0,0.0,4.3,1.45
1730935745.0,0.0,4.3,1.45
1730935746.0,0.0,4.3,1.45
1730935747.0,0.0,4.3,1.45
1730935748.0,0.0,4.3,1.45
1730935749.0,0.0,4.3,1.45
1730935750.0,0.0,4.3,1.45
1730935751.0,0.0,4.3,1.45
1730935752.0,0.0,4.3,1.45
1730935753.0,0.0,4.3,1.45
1730935754.0,0.0,4.3,1.45
1730935755.0,0.0,4.3,1.45
1730935756.0,0.0,4.3,1.45
1730935757.0,0.0,4.3,1.45
1730935758.0,0.0,4.3,1.45
1730935759.0,0.0,4.3,1.45
1730935760.0,0.0,4.3,1.45
1730935761.0,0.0,4.3,1.45
1730935762.0,0.0,4.3,1.45
1730935763.0,0.0,4.3,1.45
1730935764.0,0.0,4.3,1.45
1730935765.0,0.0,4.3,1.45
1730935766.0,0.0,4.3,1.45
1730935767.0,0.0,4.3,1.45
1730935768.0,0.0,4.3,1.45
1730935769.0,0.0,4.3,1.45
1730935770.0,0.0,4.3,1.45
1730935771.0,0.0,4.3,1.45
1730935772.0,0.0,4.3,1.45
1730935773.0,0.0,4.3,1.45
1730935774.0,0.0,4.3,1.45
1730935775.0,0.0,4.3,1.45
1730935776.0,0.0,4.3,1.45
1730935777.0,0.0,4.3,1.45
1730935778.0,17.15,2422.08,48.48
1730935779.0,38.99,2915.0,57.75
1730935780.0,53.25,2773.89,50.41
1730935781.0,59.59,2203.58,35.27
1730935782.0,63.42,2266.39,35.44
1730935783.0,66.87,2336.46,35.54
1730935784.0,70.05,2409.4,35.56
1730935785.0,72.95,2480.85,35.51
1730935786.0,75.67,2547.13,35.56
1730935787.0,78.12,2607.04,35.47
1730935788.0,80.37,2665.69,35.54
1730935789.0,82.42,2718.24,35.42
1730935790.0,84.29,2766.95,35.44
1730935791.0,86.02,2812.01,35.37
1730935792.0,87.58,2853.06,35.49
1730935793.0,89.01,2889.25,35.44
1730935794.0,90.33,2923.36,35.37
1730935795.0,91.57,2953.76,35.39
1730935796.0,92.68,2981.69,35.37
1730935797.0,93.7,3007.72,35.37
1730935798.0,94.63,3030.54,35.42
1730935799.0,95.5,3054.14,35.51
1730935800.0,96.29,3071.75,35.35
1730935801.0,97.01,3089.97,35.42
1730935802.0,97.68,3106.41,35.49
1730935803.0,98.28,3121.66,35.3
1730935804.0,98.84,3133.95,35.47
1730935805.0,99.35,3148.09,35.54
1730935806.0,99.82,3157.9,35.44
1730935807.0,100.24,3169.03,35.39
1730935808.0,100.63,3176.32,35.35
1730935809.0,100.99,3185.98,35.3
1730935810.0,101.31,3193.81,35.37
1730935811.0,101.61,3200.48,35.44
1730935812.0,101.88,3205.55,35.27
1730935813.0,102.12,3210.95,35.35
1730935814.0,102.34,3217.27,35.3
1730935815.0,102.55,3221.12,35.39
1730935816.0,102.73,3226.95,35.37
1730935817.0,102.9,3231.13,35.39
1730935818.0,103.05,3235.34,35.39
1730935819.0,103.19,3237.96,35.47
1732230158.0,32.95,1953.5,30.77
1732230159.0,44.14,2240.07,30.8
1732230160.0,52.52,2007.78,30.27
1732230161.0,58.76,2118.12,31.09
1732230162.0,63.89,2212.46,31.88
1732230163.0,68.47,2320.66,29.43
1732230164.0,72.31,2396.19,30.8
1732230165.0,75.5,2505.96,31.16
1732230166.0,78.14,2548.7,30.77
1732230167.0,81.0,2642.59,31.76
1732230168.0,83.52,2705.64,29.64
1732230169.0,85.52,2737.71,30.97
1732230170.0,87.23,2796.08,29.57
1732230171.0,88.57,2830.19,31.4
1732230172.0,89.79,2844.52,30.85
1732230173.0,90.74,2889.7,31.14
1732230174.0,91.48,2900.86,31.74
1732230175.0,92.15,2913.05,32.07
1732230176.0,92.55,2929.77,31.14
1732230178.0,93.31,2945.6,31.18
1732230179.0,93.54,2947.75,29.69
1732230180.0,93.73,2955.4,31.06
1732230181.0,93.93,2955.05,29.55
1732230182.0,94.08,2955.09,31.57
1732230183.0,94.27,2958.93,29.76
1732230184.0,94.4,2962.96,30.94
1732230185.0,94.53,2966.84,30.87
1732230186.0,94.7,2979.84,29.74
1732230187.0,94.74,2968.18,31.16
1732230188.0,94.81,2971.89,30.63
1732230189.0,94.96,2983.74,31.47
1732230190.0,94.97,2981.79,29.62
1732230191.0,94.93,2974.26,29.67
1732230192.0,95.02,2989.03,31.14
1732230193.0,95.16,2981.77,30.99
1732230194.0,95.18,2988.27,30.63
1732230195.0,95.09,2966.44,30.82
1732230196.0,95.04,2993.58,31.28
1732230197.0,95.02,2966.67,30.8
1732230198.0,95.1,2985.21,31.54
1732230199.0,95.08,2987.7,31.69
1732230200.0,95.08,2966.29,32.12
1732230201.0,95.14,2993.78,31.21
1732230202.0,95.15,2989.78,30.94
1732230203.0,95.29,2990.08,31.66
1732230204.0,95.33,2983.15,30.99
1732230205.0,95.32,2982.95,29.6
1732230206.0,95.26,2982.3,30.94
1732230207.0,95.23,3001.18,31.81
1732230208.0,95.28,2982.81,29.64
1732230209.0,95.28,2988.01,29.62
1732230210.0,95.16,2988.1,30.94
1732230211.0,95.18,2981.23,30.37
1732230212.0,95.17,2984.72,31.01
1732230213.0,95.17,2983.74,29.69
1732230214.0,95.21,2980.06,30.99
1732230215.0,95.16,2984.32,31.93
1732230216.0,95.17,2985.27,31.66
1732230217.0,95.21,2981.37,31.42
1732230218.0,95.2,2979.64,30.87
1732230219.0,95.21,2984.11,29.62
1732230220.0,95.22,2992.78,31.06
1732230221.0,95.23,2990.21,31.71
1732230222.0,95.19,2988.47,31.69
1732230223.0,95.25,3004.81,31.06
1732230224.0,95.26,2980.95,29.57
1732230225.0,95.29,2985.79,29.62
1732230226.0,95.28,2988.29,31.74
1732230227.0,95.29,2975.02,30.94
1732230228.0,95.22,2984.19,29.81
1732230229.0,95.18,2986.72,30.97
1732230230.0,95.18,2989.25,31.18
1732230231.0,95.13,2994.29,31.06
1732230232.0,95.09,2992.88,31.28
1732230233.0,95.11,2984.23,30.85
1732230234.0,95.15,2993.1,31.18
1732230235.0,95.17,2981.42,30.92
1732230236.0,95.13,2979.64,31.09
1732230237.0,95.14,2975.56,29.6
1732230238.0,95.16,2988.04,32.22
1732230239.0,95.08,2968.56,30.75
1732230240.0,95.1,2969.35,30.85
1732230241.0,95.05,2984.13,31.71
1732230242.0,95.05,2982.64,29.57
1732230243.0,95.05,2973.68,30.77
1732230244.0,95.0,2979.01,29.62
1732230245.0,94.95,2969.68,30.92
1732230246.0,94.99,2987.13,31.18
1732230247.0,95.05,2986.95,31.71
1732230248.0,95.11,2984.55,31.64
1732230249.0,95.17,2993.83,31.04
1732230250.0,95.17,2968.2,30.77
1732230251.0,95.16,2980.78,30.73
1732230252.0,95.15,2991.46,30.99
1732230253.0,95.18,2968.72,30.53
1732230254.0,95.18,2967.42,30.73
1732230255.0,95.23,2989.08,30.73
1732230256.0,95.17,2988.07,30.99
1732230257.0,95.14,2985.0,29.72
1732230258.0,95.12,2982.07,29.6
1732230259.0,95.08,2990.39,31.11
1732230260.0,95.03,2967.44,30.89
1732230261.0,95.1,2983.39,29.64
1732230262.0,95.07,2982.99,32.05
1732230263.0,95.11,2983.14,31.59
1732230264.0,95.14,2999.89,29.93
1732230265.0,94.97,2976.14,29.43
1732230266.0,94.94,2979.92,30.08
1732230267.0,95.01,2960.98,30.49
1732230268.0,94.94,2975.34,29.35
1732230269.0,94.85,2957.68,30.58
1732230270.0,94.74,2953.69,30.46
1732230271.0,94.66,2976.89,30.87
1732230272.0,94.71,2955.18,30.46
1732230273.0,94.67,2954.19,30.56
1732230274.0,94.59,2962.04,30.63
1732230275.0,94.56,2966.53,29.52
1732230276.0,94.52,2949.96,30.46
1732230277.0,94.48,2946.02,30.53
1732230278.0,94.53,2964.53,29.35
1732230279.0,94.53,2947.44,30.32
1732230280.0,94.57,2965.47,29.43
1732230281.0,94.5,2947.53,30.34
1732230282.0,94.48,2968.3,31.26
1732230283.0,94.54,2974.2,30.75
1732230284.0,94.47,2959.51,29.38
1732230285.0,94.49,2967.07,31.35
1732230286.0,94.48,2973.51,30.8
1732230287.0,94.42,2963.51,30.63
1732230288.0,94.41,2955.75,30.53
1732230289.0,94.43,2963.43,29.47
1732230290.0,94.38,2945.42,30.41
1732230291.0,94.38,2944.43,30.51
1732230292.0,94.35,2955.43,30.63
1732230293.0,94.36,2952.76,30.46
1732230294.0,94.41,2948.56,30.53
1732230295.0,94.38,2969.17,30.75
1732230296.0,94.39,2964.66,31.28
1732230297.0,94.34,2964.81,30.68
1732230298.0,94.36,2962.72,31.06
1732230299.0,94.55,3023.49,35.56
1732230300.0,97.41,3167.51,43.53
1732230301.0,101.22,3292.63,44.3
1732230302.0,103.25,3253.62,36.77
1732230303.0,100.56,2855.7,22.33
1732230304.0,96.28,2574.04,16.68
1732230305.0,3.15,1283.65,17.04
1732230306.0,0.0,1280.57,17.28
1732230307.0,5.06,1296.32,17.16
1732230308.0,2.08,1287.36,16.22
1732230309.0,0.45,1290.59,17.28
1732230310.0,12.75,1339.33,17.11
1732230311.0,23.08,1664.63,17.35
1732230312.0,29.48,1993.2,16.46
1732230313.0,34.6,1696.05,16.84
1732230314.0,38.45,1843.41,16.92
1732230315.0,40.92,1928.68,16.07
1732230316.0,43.23,2007.4,17.28
1732230317.0,45.27,2072.92,16.48
1732230318.0,46.94,2133.39,17.69
1732230319.0,48.27,2165.0,16.34
1732230320.0,49.43,2194.42,16.31
1732230321.0,50.53,1694.86,17.2
1732230322.0,51.69,1715.16,16.24
1732230323.0,52.68,1738.56,17.06
1732230324.0,53.7,1767.11,17.64
1732230325.0,54.63,1790.03,16.19
1732230326.0,55.38,1818.58,16.75
1732230327.0,56.09,1825.35,17.01
1732230328.0,56.66,1839.57,16.22
1732230329.0,57.15,1853.43,16.31
1732230330.0,57.52,1866.2,16.94
1732230331.0,57.82,1867.29,16.87
1732230332.0,58.11,1883.76,17.13
1732230333.0,58.41,1872.32,16.92
1732230334.0,58.59,1887.87,16.12
1732230335.0,58.77,1891.18,16.22
1732230336.0,58.89,1886.86,16.96
1732230337.0,59.06,1889.45,16.92
1732230338.0,59.2,1899.61,16.0
1732230339.0,59.29,1894.62,16.87
1732230340.0,59.37,1907.96,17.57
1732230341.0,59.48,1916.02,17.04
1732230342.0,59.58,1917.03,17.06
1732230343.0,59.63,1903.84,17.11
1732230344.0,59.67,1902.7,16.99
1732230345.0,59.69,1920.47,17.04
1732230346.0,59.75,1912.61,16.17
1732230347.0,59.76,1913.62,16.15
1732230348.0,59.78,1908.75,16.94
1732230349.0,59.79,1910.95,17.01
1732230350.0,59.79,1924.06,16.99
1732230351.0,59.85,1913.35,16.1
1732230352.0,59.89,1920.36,16.1
1732230353.0,59.89,1921.58,17.42
1732230354.0,59.9,1916.6,16.58
1732230355.0,59.87,1917.46,16.07
1732230356.0,59.88,1909.79,16.99
1732230357.0,59.9,1919.97,17.23
1732230358.0,59.88,1913.11,16.96
1732230359.0,59.93,1914.55,16.87
1732230360.0,59.91,1918.43,17.06
1732230361.0,59.87,1915.4,16.12
1732230362.0,59.89,1920.71,17.08
1732230363.0,59.95,1921.29,17.06
1732230364.0,59.98,1924.75,16.92
1732230365.0,60.03,1924.04,17.59
1732230366.0,60.02,1911.65,16.89
1732230367.0,60.06,1914.87,16.89
1732230368.0,60.06,1920.78,16.89
1732230369.0,60.03,1929.55,16.99
1732230370.0,60.0,1919.58,16.12
1732230371.0,59.96,1917.46,16.12
1732230372.0,59.95,1922.17,17.47
1732230373.0,59.96,1919.02,16.12
1732230374.0,59.96,1918.35,16.1
1732230498.0,62.17,1981.49,16.96
1732230499.0,62.17,1977.12,18.09
1732230500.01,62.16,1984.43,17.16
1732230501.0,62.19,1981.56,17.69
1732230502.01,62.21,1981.7,17.88
1732230503.0,62.21,1995.52,17.88
1732230504.0,62.25,1989.55,18.43
1732230505.0,62.36,2032.67,20.62
1732230506.0,65.53,2291.59,31.76
